躦 躜
躪 躏
躭 耽
躳 躬
躶 裸
軀 躯
車 车
軋 轧
軌 轨
軍 军
軑 轪
軒 轩
軔 轫
軛 轭
軟 软
軤 轷
軫 轸
軲 轱
軸 轴
軹 轵
軺 轺
軻 轲
軼 轶
軾 轼
較 较
輅 辂
輇 辁
輈 辀
載 载
輊 轾
輒 辄
輓 挽
輔 辅
輕 轻
輙 辄
輛 辆
輜 辎
輝 辉
輞 辋
輟 辍
輥 辊
輦 辇
輩 辈
輪 轮
輬 辌
輭 软
輯 辑
輳 辏
輸 输
輻 辐
輼 辒
輾 辗
輿 舆
轀 辒
轂 毂
轄 辖
轅 辕
轆 辘
轉 转
轍 辙
轎 轿
轔 辚
轟 轰
轡 辔
轢 轹
轤 轳
辠 罪
辢 辣
辤 辞
辦 办
辭 辞
辮 辫
辯 辩
農 农
辳 农
迺 乃
迻 移
逈 迥
逕 迳
這 这
連 连
逩 奔
週 周
進 进
遉 侦
遊 游
運 运
過 过
達 达
違 违
遙 遥
遜 逊
遞 递
遠 远
遡 溯
適 适
遯 遁
遲 迟
遶 绕
遷 迁
選 选
遺 遗
遼 辽
邁 迈
還 还
邇 迩
邊 边
邏 逻
邐 逦
邨 村
邱 丘
郟 郏
郤 郄
郵 邮
鄆 郓
鄉 乡
鄒 邹
鄔 邬
鄖 郧
鄧 邓
鄭 郑
鄰 邻
鄲 郸
鄴 邺
鄶 郐
鄺 邝
酇 酂
酈 郦
酖 鸩
酧 酬
醃 腌
醆 盏
醕 醇
醜 丑
醞 酝
醟 蒏
醣 糖
醫 医
醬 酱
醱 酦
醻 酬
釀 酿
釁 衅
釃 酾
釅 酽
釋 释
釐 厘
釒 钅
釓 钆
釔 钇
釕 钌
釗 钊
釘 钉
釙 钋
針 针
釣 钓
釤 钐
釦 扣
釧 钏
釩 钒
釬 钎
釵 钗
釷 钍
釹 钕
鈀 钯
鈁 钫
鈄 钭
鈅 钥
鈆 铅
鈈 钚
鈉 钠
鈍 钝
鈐 钤
鈑 钣
鈒 钑
鈔 钞
鈕 钮
鈞 钧
鈡 钟
鈣 钙
鈥 钬
鈦 钛
鈧 钪
鈮 铌
鈰 铈
鈳 钶
鈴 铃
鈷 钴
鈸 钹
鈹 铍
鈺 钰
鈽 钸
鈾 铀
鈿 钿
鉀 钾
鉅 钜
鉆 钻
鉈 铊
鉉 铉
鉋 铇
鉍 铋
鉏 锄
鉑 铂
鉕 钷
鉗 钳
鉚 铆
鉛 铅
鉞 钺
鉤 钩
鉦 钲
鉬 钼
鉭 钽
鉳 锫
鉸 铰
鉺 铒
鉻 铬
鉿 铪
銀 银
銃 铳
銅 铜
銍 铚
銑 铣
銓 铨
銖 铢
銘 铭
銚 铫
銛 铦
銜 衔
銠 铑
銣 铷
銥 铱
銦 铟
銨 铵
銩 铥
銪 铕
銫 铯
銬 铐
銱 铞
銲 焊
銳 锐
銷 销
銹 锈
銻 锑
銼 锉
鋁 铝
鋃 锒
鋅 锌
鋇 钡
鋌 铤
鋏 铗
鋒 锋
鋙 铻
鋝 锊
鋟 锓
鋣 铘
鋤 锄
鋥 锃
鋦 锔
鋨 锇
鋪 铺
鋮 铖
鋯 锆
鋰 锂
鋱 铽
鋶 锍
鋸 锯
鋼 钢
錁 锞
錄 录
錆 锖
錇 锫
錈 锩
錏 铔
錐 锥
錒 锕
錕 锟
錘 锤
錙 锱
錚 铮
錛 锛
錟 锬
錠 锭
錡 锜
錢 钱
錦 锦
錨 锚
錩 锠
錫 锡
錮 锢
錯 错
錳 锰
錸 铼
錼 镎
鍀 锝
鍁 锨
鍃 锪
鍅 钫
鍆 钔
鍇 锴
鍈 锳
鍊 炼
鍋 锅
鍍 镀
鍔 锷
鍘 铡
鍛 锻
鍠 锽
鍤 锸
鍥 锲
鍩 锘
鍬 锹
鍰 锾
鍳 鉴
鍵 键
鍶 锶
鍺 锗
鍼 针
鍾 锺
鎂 镁
鎄 锿
鎇 镅
鎊 镑
鎌 镰
鎔 熔
鎖 锁
鎗 枪
鎘 镉
鎚 锤
鎛 镈
鎢 钨
鎣 蓥
鎦 镏
鎧 铠
鎩 铩
鎪 锼
鎬 镐
鎭 镇
鎮 镇
鎰 镒
鎲 镋
鎳 镍
鎵 镓
鎶 鿔
鎻 锁
鎿 镎
鏃 镞
鏇 镟
鏈 链
鏌 镆
鏍 镙
鏐 镠
鏑 镝
鏗 铿
鏘 锵
鏜 镗
鏝 镘
鏞 镛
鏟 铲
鏡 镜
鏢 镖
鏤 镂
鏨 錾
鏵 铧
鏷 镤
鏹 镪
鏽 锈
鐃 铙
鐋 铴
鐐 镣
鐒 铹
鐓 镦
鐔 镡
鐘 钟
鐙 镫
鐝 镢
鐠 镨
鐦 锎
鐧 锏
鐨 镄
鐫 镌
鐮 镰
鐲 镯
鐳 镭
鐵 铁
鐸 铎
鐺 铛
鐿 镱
鑄 铸
鑊 镬
鑌 镔
鑑 鉴
鑒 鉴
鑔 镲
鑚 钻
鑛 矿
鑠 铄
鑣 镳
鑤 刨
鑥 镥
鑪 炉
鑭 镧
鑰 钥
鑱 镵
鑲 镶
鑵 罐
鑷 镊
鑹 镩
鑼 锣
鑽 钻
鑾 銮
鑿 凿
钁 镢
長 长
門 门
閂 闩
閃 闪
閆 闫
閈 闬
閉 闭
開 开
閌 闶
閎 闳
閏 闰
閑 闲
閒 闲
間 间
閔 闵
閘 闸
閙 闹
閡 阂
閣 阁
閤 阁
閥 阀
閧 哄
閨 闺
閩 闽
閫 阃
閬 阆
閭 闾
閱 阅
閶 阊
閹 阉
閻 阎
閼 阏
閽 阍
閾 阈
閿 阌
闃 阒
闆 板
闇 暗
闈 闱
闊 阔
闋 阕
闌 阑
闍 阇
闐 阗
闒 阘
闔 阖
闕 阙
闖 闯
闚 窥
關 关
闞 阚
闠 阓
闡 阐
闤 阛
闥 闼
阨 厄
阪 坂
阬 坑
阯 址
陗 峭
陘 陉
陜 陕
陞 升
陣 阵
陰 阴
陳 陈
陸 陆
陻 堙
陽 阳
陿 狭
隂 阴
隄 堤
隉 陧
隊 队
階 阶
隕 陨
隖 坞
際 际
隣 邻
隨 随
險 险
隯 陦
隱 隐
隴 陇
隷 隶
隸 隶
雋 隽
雖 虽
雙 双
雛 雏
雜 杂
雝 雍
雞 鸡
離 离
難 难
雰 氛
雲 云
電 电
霑 沾
霢 霡
霧 雾
霽 霁
靂 雳
靄 霭
靈 灵
靚 靓
靜 静
靝 靔
靦 腼
靨 靥
靭 韧
靱 韧
鞌 鞍
鞏 巩
鞝 绱
鞵 鞋
鞽 鞒
鞾 靴
韁 缰
韃 鞑
韈 袜
韉 鞯
韋 韦
韌 韧
韓 韩
韙 韪
韜 韬
韝 鞴
韞 韫
韤 袜
韮 韭
韻 韵
響 响
頁 页
頂 顶
頃 顷
項 项
順 顺
頇 顸
須 须
頊 顼
頌 颂
頎 颀
頏 颃
預 预
頑 顽
頒 颁
頓 顿
頗 颇
領 领
頜 颌
頟 额
頡 颉
頤 颐
頦 颏
頫 俯
頭 头
頮 颒
頰 颊
頴 颖
頷 颔
頸 颈
頹 颓
頻 频
頼 赖
顆 颗
顇 悴
顋 腮
題 题
額 额
顎 颚
顏 颜
顓 颛
願 愿
顙 颡
顛 颠
類 类
顢 颟
顥 颢
顦 憔
顧 顾
顫 颤
顬 颥
顯 显
顰 颦
顱 颅
顳 颞
顴 颧
風 风
颭 飐
颮 飑
颯 飒
颶 飓
颺 扬
颻 飖
颼 飕
颿 帆
飃 飘
飄 飘
飆 飙
飈 飚
飛 飞
飜 翻
飠 饣
飢 饥
飣 饤
飤 饲
飩 饨
飪 饪
飫 饫
飭 饬
飯 饭
飱 飧
飲 饮
飴 饴
飼 饲
飽 饱
飾 饰
餁 饪
餃 饺
餅 饼
餈 糍
餉 饷
養 养
餌 饵
餑 饽
餒 馁
餓 饿
餕 馂
餖 饾
餘 余
餚 肴
餛 馄
餞 饯
餡 馅
餧 喂
館 馆
餬 糊
餱 糇
餳 饧
餵 喂
餷 馇
餹 糖
餻 糕
餼 饩
餽 馈
餾 馏
餿 馊
饁 馌
饃 馍
饅 馒
饈 馐
饉 馑
饊 馓
饋 馈
饌 馔
饍 膳
饑 饥
饒 饶
饗 飨
饜 餍
饝 馍
饞 馋
饟 饷
饢 馕
馀 余
馬 马
馭 驭
馮 冯
馱 驮
馳 驰
馴 驯
馹 驲
駁 驳
駄 驮
駈 驱
駐 驻
駑 驽
駒 驹
駔 驵
駕 驾
駘 骀
駙 驸
駛 驶
駝 驼
駞 驼
駟 驷
駢 骈
駭 骇
駮 驳
駰 骃
駱 骆
駿 骏
騁 骋
騂 骍
騃 呆
騅 骓
騌 鬃
騍 骒
騎 骑
騏 骐
騐 宴
騖 骛
騙 骗
騣 鬃
騤 骙
騫 骞
騭 骘
騮 骝
騰 腾
騶 驺
騷 骚
騸 骟
騾 骡
驀 蓦
驁 骜
驂 骖
驃 骠
驄 骢
驅 驱
驊 骅
驌 骕
驍 骁
驏 骣
驕 骄
驗 验
驘 骡
驚 惊
驛 驿
驟 骤
驢 驴
驤 骧
驥 骥
驦 骦
驩 欢
驪 骊
驫 骉
骯 肮
骽 腿
骾 鲠
髂 胳
髈 膀
髏 髅
體 体
髕 髌
髖 髋
髣 仿
髥 髯
髴 佛
鬀 剃
鬉 鬃
鬢 鬓
鬥 斗
鬦 斗
鬧 闹
鬨 哄
鬩 阋
鬬 斗
鬮 阄
鬰 鬱
鬹 鬶
魎 魉
魘 魇
魚 鱼
魢 鱾
魨 鲀
魯 鲁
魴 鲂
魷 鱿
魺 鲄
鮁 鲅
鮃 鲆
鮊 鲌
鮋 鲉
鮎 鲇
鮐 鲐
鮑 鲍
鮒 鲋
鮚 鲒
鮜 鲘
鮝 鲞
鮞 鲕
鮪 鲔
鮫 鲛
鮭 鲑
鮮 鲜
鮳 鲓
鮶 鲪
鯀 鲧
鯁 鲠
鯇 鲩
鯉 鲤
鯊 鲨
鯒 鲬
鯔 鲻
鯕 鲯
鯖 鲭
鯗 鲞
鯛 鲷
鯝 鲴
鯡 鲱
鯢 鲵
鯤 鲲
鯧 鲳
鯨 鲸
鯪 鲮
鯫 鲰
鯰 鲶
鯴 鲺
鯷 鳀
鯽 鲫
鯿 鳊
鰁 鳈
鰃 鳂
鰈 鲽
鰉 鳇
鰌 鳅
鰍 鳅
鰏 鲾
鰒 鳆
鰓 鳃
鰜 鳒
鰠 鳋
鰣 鲥
鰥 鳏
鰨 鳎
鰩 鳐
鰭 鳍
鰮 鳁
鰱 鲢
鰲 鳌
鰳 鳓
鰵 鳘
鰷 鲦
鰹 鲣
鰺 鲹
鰻 鳗
鰾 鳔
鱂 鳉
鱅 鳙
鱈 鳕
鱉 鳖
鱒 鳟
鱓 鳝
鱔 鳝
鱖 鳜
鱗 鳞
鱘 鲟
鱝 鲼
鱟 鲎
鱠 脍
鱤 鳡
鱧 鳢
鱭 鲚
鱯 鳠
鱷 鳄
鱸 鲈
鱺 鲡
鱻 鲜
鳥 鸟
鳧 凫
鳩 鸠
鳲 鸤
鳳 凤
鳴 鸣
鳶 鸢
鴆 鸩
鴇 鸨
鴈 雁
鴉 鸦
鴕 鸵
鴛 鸳
鴝 鸲
鴟 鸱
鴣 鸪
鴦 鸯
鴨 鸭
鴯 鸸
鴰 鸹
鴻 鸿
鴿 鸽
鵂 鸺
鵐 鹀
鵑 鹃
鵒 鹆
鵓 鹁
鵜 鹈
鵝 鹅
鵞 鹅
鵠 鹄
鵡 鹉
鵪 鹌
鵬 鹏
鵯 鹎
鵰 雕
鵲 鹊
鵶 鸦
鵷 鹓
鵾 鹍
鶇 鸫
鶉 鹑
鶓 鹋
鶖 鹙
鶘 鹕
鶚 鹗
鶥 鹛
鶩 鹜
鶯 莺
鶲 鹟
鶴 鹤
鶹 鹠
鶻 鹘
鶼 鹣
鶿 鹚
鷁 鹢
鷂 鹞
鷊 鹝
鷓 鹧
鷖 鹥
鷗 鸥
鷙 鸷
鷚 鹨
鷥 鸶
鷦 鹪
鷪 莺
鷫 鹔
鷯 鹩
鷰 燕
鷲 鹫
鷴 鹇
鷸 鹬
鷹 鹰
鷺 鹭
鷽 鸴
鸌 鹱
鸏 鹲
鸕 鸬
鸘 鹴
鸚 鹦
鸛 鹳
鸝 鹂
鸞 鸾
鹵 卤
鹹 咸
鹺 鹾
鹻 硷
鹼 硷
鹽 盐
麅 狍
麐 麟
麗 丽
麞 獐
麤 粗
麥 麦
麩 麸
麫 面
麯 曲
麴 曲
麵 面
麼 么
麽 么
黃 黄
黌 黉
黏 粘
點 点
黨 党
黲 黪
黴 霉
黷 黩
黽 黾
黿 鼋
鼂 鼌
鼃 蛙
鼇 鳌
鼈 鳖
鼉 鼍
鼴 鼹
齇 齄
齊 齐
齋 斋
齎 赍
齏 齑
齒 齿
齔 龀
齕 龁
齗 龂
齙 龅
齜 龇
齟 龃
齠 龆
齡 龄
齦 龈
齧 啮
齩 咬
齪 龊
齬 龉
齲 龋
齶 腭
齷 龌
龍 龙
龎 厐
龐 庞
龔 龚
龕 龛
龜 龟
龢 和
